episode,seed,steps,total_reward,coverage_fraction,valid_action_fraction,reward_exploration,reward_coverage,reward_collision_avoidance,reward_boundary,reward_dynamic_obstacle_avoidance,reward_uav_separation,reward_mission_completion,reward_energy_efficiency,collisions_uav_uav,collisions_uav_static_obstacle,collisions_uav_dynamic_obstacle,collisions_uav_boundary
133,174,500,-392311.03514960443,0.45544554455445546,0.059333333333333335,1028.8599918834618,49075.898473883295,-8250.0,-276025.09000000166,-1938.0154201641178,-147701.57682496667,0.0,-8501.11137024013,334,9,1,1282
134,175,500,-172441.41144405818,0.6782178217821783,0.08933333333333333,1903.9871086893113,58378.83964507741,-30950.0,-172699.26999999981,-1262.9653134889038,-18763.11700650415,0.0,-9048.885877831573,40,32,1,791
135,176,500,-120212.99082612473,0.94,0.12333333333333334,1593.678858158005,73986.77574579844,-25550.0,-127516.96999999955,-1166.2950501140165,-32695.2178859091,0.0,-8864.962494057776,72,26,1,580
136,177,500,-199760.09459586535,0.71,0.09266666666666666,1276.0908874203747,57252.52865398731,-27650.0,-146557.09999999971,-3465.628771819369,-71654.86765063052,0.0,-8961.117714822878,160,26,3,653
137,178,500,-323193.3433203884,0.75,0.1,1210.9049862972981,69579.45446841634,-14750.0,-214682.25000000058,-1333.7817591616456,-153853.6889303863,0.0,-9363.98208555382,350,14,1,978
138,179,500,-673017.9754932536,0.1890547263681592,0.023333333333333334,468.94471791538354,27027.271364991513,-1700.0,-313133.240000002,-1159.1996148420099,-375626.14871917263,0.0,-8895.603242146144,848,2,1,1412
139,180,500,-282816.0697610358,0.4306930693069307,0.056,1049.564958402935,45326.500012798744,-4250.0,-260193.80000000066,-1044.2292957027025,-54934.85651462029,0.0,-8769.248921914124,120,2,1,1148
140,181,500,-594441.783125222,0.185,0.02266666666666667,390.76988588037364,27071.380838675715,-3050.0,-314810.110000002,-231.68096681824102,-294612.61208870594,0.0,-9199.530794253013,668,2,0,1414
141,182,500,-691129.5664344189,0.22277227722772278,0.028,861.6960354604796,25816.853739457747,-8150.0,-285697.88000000163,-1290.0708015476728,-413224.9562612504,0.0,-9445.209146539222,940,2,1,1396
142,183,500,-287588.7960815438,0.505,0.06533333333333333,1624.1490217756611,29989.41383732352,-15050.0,-152216.2999999998,-6182.966545477244,-136703.70311570104,0.0,-9049.38927946433,306,11,10,1030
143,184,500,-594958.1715625796,0.4427860696517413,0.05733333333333333,793.9432081947152,50285.46756131755,-3800.0,-288816.2400000016,-274.81422581392036,-344220.3961859923,0.0,-8926.131920285658,774,2,0,1290
144,185,500,-384277.76479566196,0.6368159203980099,0.08333333333333333,1285.150166879866,64816.123759908834,-38150.0,-249233.9400000009,-1610.023247484977,-152249.67089600346,0.0,-9135.40457896229,344,56,2,1132
145,186,500,-319779.3815764919,0.47,0.06066666666666667,1494.4531912020198,41040.81452055461,-7450.0,-218874.7700000005,-5492.899043764011,-121437.9961408578,0.0,-9058.984103626733,266,4,6,1069
146,187,500,-477122.1760642625,0.625,0.08133333333333333,1589.9394700054352,57996.3532895771,-21700.0,-212182.2500000005,-2391.451859634985,-291108.9822282411,0.0,-9325.784735968546,662,22,3,956
147,188,500,-293411.2578006206,0.645,0.084,1562.2072128311777,55514.802364560186,-15450.0,-201211.51000000036,-1852.592883211356,-123537.40537762769,0.0,-8436.759117172734,282,12,2,999
148,189,500,-482033.9893969978,0.44776119402985076,0.058,1260.5307457973302,38236.7875613178,-24200.0,-179384.30000000025,-10088.133429379483,-298375.92425960355,0.0,-9482.950015129632,676,23,15,789
149,190,500,-453132.76768176386,0.5024875621890548,0.06533333333333333,881.5263337864629,52908.453837323184,-9350.0,-265396.52000000136,-472.9524042918864,-222529.39506194126,0.0,-9173.880386640114,498,8,0,1202
150,191,500,-502017.9634781581,0.48514851485148514,0.06333333333333334,770.8439377557947,52302.05548628812,-2000.0,-279556.3800000016,-696.756333672759,-263949.45892545,0.0,-8888.267643079073,594,2,1,1255
151,192,500,-269831.3763623524,0.7241379310344828,0.096,1360.4309918923377,62719.05908888973,-11250.0,-182310.8300000001,-2035.4120675084582,-129530.82097577535,0.0,-8783.80339985034,288,9,2,802
152,193,500,-476195.7609574774,0.7562189054726368,0.09933333333333333,1211.4171557664158,68364.18035076934,-21600.0,-204173.4100000004,-3722.2381867674776,-307318.78029548377,0.0,-8956.929981761656,708,21,5,930
153,194,500,-511719.4475013942,0.4626865671641791,0.06,671.7721150622535,51131.06686098004,-5100.0,-282935.97000000125,-783.9457177330464,-265582.6218897804,0.0,-9119.748869922629,608,6,1,1264
154,195,500,-682109.7781310335,0.21782178217821782,0.027333333333333334,752.3646881005207,25734.633739457742,-46650.0,-264306.7300000014,-1622.614256448413,-386786.08933495457,0.0,-9231.342967188628,874,57,2,1305
155,196,500,-401100.38342619786,0.615,0.08,1836.0477613146043,52928.57359925461,-19500.0,-181308.79000000015,-2553.997724125553,-243773.41088763555,0.0,-8728.806175005522,552,15,3,817
156,197,500,-484442.2863347384,0.13366336633663367,0.016,226.0228544497709,21850.523913233046,-1700.0,-320666.57000000216,-293.1862180545325,-175232.36479030512,0.0,-8626.712094061688,384,2,0,1422
157,198,500,-407169.9042764922,0.19801980198019803,0.024666666666666667,566.7423817418124,27485.290595760755,-4350.0,-301001.9500000028,-243.19429906512073,-121073.36534593425,0.0,-8553.427608994993,272,3,0,1331
158,199,500,-482203.85719721136,0.5920398009950248,0.07733333333333334,1538.533337377055,50323.18618810338,-29000.0,-173802.66999999998,-2415.123547757875,-319659.17322700325,0.0,-9188.609947930532,732,35,4,790
159,200,500,-563950.2019982961,0.4019607843137255,0.05266666666666667,975.6317132337464,38564.196069331876,-9600.0,-250618.30000000107,-3240.395626570817,-331226.50769882556,0.0,-8804.826455464767,750,12,3,1264
160,201,500,-374110.6877583849,0.594059405940594,0.078,1445.9695885354074,54634.216188103324,-25950.0,-205899.9400000004,-2793.699011682893,-186647.7595508857,0.0,-8899.474972454444,424,30,2,945
161,202,500,-506884.9624444395,0.24378109452736318,0.030666666666666665,580.1669904714644,31001.48246144602,-9400.0,-295265.22000000166,-2343.0882387128445,-222952.2133858694,0.0,-8506.09027177448,500,7,2,1358
162,203,500,-488853.7941932806,0.4801980198019802,0.06266666666666666,700.6040367064014,53022.283241390134,-6150.0,-282084.95000000147,-1161.0786388658623,-244179.81746409705,0.0,-9000.835368413887,550,6,1,1264
163,204,500,-264354.06807421666,0.6584158415841584,0.08666666666666667,977.6452278239171,56887.76300955604,-15350.0,-186736.68000000025,-2790.8399396748955,-108763.35379007534,0.0,-8578.602581845806,244,17,4,839
164,205,500,-429254.7427515898,0.5422885572139303,0.07066666666666667,1041.0930031465143,56166.991340935536,-9950.0,-262568.6300000013,-1302.6879733900678,-203278.70052378473,0.0,-9362.80859849733,458,8,1,1192
165,206,500,-518651.39447213133,0.665,0.08666666666666667,1099.3162089811522,64485.923009555874,-12550.0,-246679.52000000107,-1078.7067604875244,-314794.0939598591,0.0,-9134.312970321587,714,13,1,1138
166,207,500,-421527.5921110231,0.61,0.07933333333333334,1186.3487767400022,54847.001891937485,-8700.0,-221132.59000000035,-2003.4704747449734,-236319.1708527833,0.0,-9405.711452172629,528,12,3,1043
167,208,500,-504311.89499959373,0.6417910447761194,0.084,1050.2400393430696,62770.42236456008,-5200.0,-251059.1100000012,-709.9800483107174,-302041.0406637916,0.0,-9122.42669139448,682,4,1,1151
168,209,500,-480950.63879270176,0.585,0.076,1293.4953436000671,54155.610361297986,-25900.0,-204078.85000000047,-2255.361029000531,-295224.53074660496,0.0,-8941.002721993898,672,28,3,902
169,210,500,-416004.7061307145,0.4,0.051333333333333335,1656.0521551094032,40130.70073057846,-17750.0,-251426.46000000075,-695.1226113792699,-179069.12213204856,0.0,-8850.754272974893,400,20,0,1206
170,211,500,-414420.2297700337,0.545,0.07066666666666667,1498.3213567048715,46887.271340935644,-13050.0,-211016.27000000048,-1319.035295277059,-228336.7492021035,0.0,-9083.767970293571,510,12,1,1059
171,212,500,-168626.0051598491,0.68,0.08866666666666667,1650.268109143667,52673.92884215776,-24650.0,-156399.9599999996,-1262.0356519755005,-31649.532300861098,0.0,-8988.674158313715,68,26,1,824
172,213,500,-348844.73911078693,0.5544554455445545,0.07266666666666667,1184.1393362095123,53856.035347604615,-23400.0,-226316.94000000076,-5496.42882256577,-139138.9470581758,0.0,-9532.597913858992,312,27,7,1028
173,214,500,-361735.65311359783,0.8,0.10466666666666667,1547.2560480559805,70573.32193669784,-16950.0,-192818.99000000037,-2086.53488127678,-212754.61030153284,0.0,-9246.095915541664,478,15,2,854
174,215,500,-288490.4293242003,0.6218905472636815,0.08133333333333333,2215.4868034685132,46225.43328957734,-37850.0,-125831.9399999997,-3229.42345116952,-161157.33806249412,0.0,-8862.647903582154,360,38,3,644
175,216,500,-313304.6085666415,0.38,0.048666666666666664,1667.816206341369,30264.8116412502,-9400.0,-222938.04000000076,-1276.381617449401,-102412.62791468945,0.0,-9210.186882093845,222,10,2,1209
176,217,500,-443764.9655812721,0.5422885572139303,0.07066666666666667,990.8128333865695,56229.27134093552,-9400.0,-269542.78000000154,-4118.228963200326,-208912.01520145877,0.0,-9012.025590934902,474,4,5,1271
177,218,500,-508400.2097193571,0.7213930348258707,0.09466666666666666,1076.1298848397382,69564.06845987086,-16100.0,-234476.12000000084,-2399.5871631802556,-317666.12483854353,0.0,-8398.57606234353,726,17,3,1038
178,219,500,-380056.8736046791,0.5920398009950248,0.07733333333333334,1553.4187648207137,56613.46618810326,-22900.0,-223238.03000000055,-1388.2755382656646,-181583.78192895843,0.0,-9113.67109037861,400,22,2,1015
179,220,500,-288384.16269231815,0.6138613861386139,0.08066666666666666,1821.4812669799433,43785.19488957735,-19200.0,-118006.76999999958,-1046.7863962255792,-186446.64298987188,0.0,-9290.639462777486,412,15,0,564
180,221,500,-239110.66210701014,0.7425742574257426,0.098,1577.121736219091,59331.022487402406,-33300.0,-144023.76999999973,-2560.257767959203,-111170.41075214733,0.0,-8964.367810524962,248,39,3,698
181,222,500,-891722.1620581707,0.40298507462686567,0.052,543.535452440352,47864.778508356096,-4900.0,-296573.3800000018,-133.7300052301573,-629333.2659701033,0.0,-9190.10004363402,1446,4,0,1319
182,223,500,-220927.18554776028,0.59,0.07666666666666666,936.1085383781726,60678.59375112842,-8950.0,-263923.0500000015,-937.3775656120338,0.0,0.0,-8731.460271655069,0,10,1,1171
183,224,500,-421087.16765352635,0.6716417910447762,0.088,1814.5168040438698,55407.572959804806,-26250.0,-172560.50000000006,-1515.844855087073,-268813.4261499396,0.0,-9169.486412348344,610,15,1,899
184,225,500,-223184.4251913768,0.445,0.05733333333333333,1015.4558889608022,33625.567561317854,-45450.0,-128646.21999999954,-4644.434574704296,-70304.47867041842,0.0,-8780.315396532213,156,42,6,560
185,226,500,-339025.40386192047,0.6798029556650246,0.09,1634.9976065124804,61810.1509494252,-19400.0,-207846.88000000035,-2054.5448848611027,-164618.01150729595,0.0,-8551.116025700861,376,17,3,989
186,227,500,-209650.61699293478,0.765,0.1,1265.4044714225963,66590.0144684164,-30850.0,-178008.11000000016,-415.1203651006123,-59490.71737084122,0.0,-8742.088196832074,132,37,0,782
187,228,500,-563702.1382810554,0.425,0.05466666666666667,767.3346843783041,48024.223140304704,-9050.0,-281837.3300000015,-913.2594884267004,-311806.11723418016,0.0,-8886.98938313134,702,11,1,1246
188,229,500,-272101.68500880245,0.565,0.07333333333333333,1261.2922159511795,46711.24915291446,-18950.0,-167350.97000000006,-651.9154822643343,-124164.0711985998,0.0,-8957.269696803618,282,17,0,739
189,230,500,-471818.53466400126,0.43283582089552236,0.056,700.5405800698608,49966.360012798665,-6000.0,-294418.9600000017,-756.293853744843,-212414.6858868567,0.0,-8895.495516267865,484,6,1,1329
190,231,500,-483078.67412531277,0.7164179104477612,0.094,1195.5835449130072,64484.847080560605,-11100.0,-204827.8300000004,-1678.7950063286717,-321775.20313335676,0.0,-9377.276611100797,734,9,1,915
191,232,500,-242316.31042642612,0.6188118811881188,0.08133333333333333,1835.0487321347,41243.03328957739,-22050.0,-120112.2199999997,-1933.62597961417,-132265.9943393084,0.0,-9032.552129215299,294,15,1,732
192,233,500,-510482.2615027639,0.64,0.08333333333333333,1351.2448768904706,59397.7637599089,-11800.0,-228988.37000000075,-256.7089470272885,-320964.6821005035,0.0,-9221.509092032566,726,10,0,1076
193,234,500,-429251.0249991215,0.32338308457711445,0.04133333333333333,756.8653928882846,38750.76999436974,-1750.0,-298343.4500000023,-1373.8120099818868,-158474.9123196997,0.0,-8816.486056698033,362,1,1,1371
194,235,500,-326752.62472251983,0.51,0.066,1299.3097316394505,48728.81501379389,-13200.0,-231170.0000000008,-1363.1777708610168,-121939.2436761258,0.0,-9108.328020966122,268,15,1,1057
195,236,500,-232564.49528741982,0.75,0.098,1426.227286440733,64842.80248740231,-25850.0,-181456.41000000006,-1346.033113720837,-80885.02201595115,0.0,-9296.059931590653,174,26,1,835
196,237,500,-156537.43541460572,0.8226600985221675,0.10933333333333334,1748.9528215837163,63924.22895650622,-23050.0,-119236.01999999964,-2219.173162546851,-68806.9194424227,0.0,-8898.504587725967,156,19,2,541
197,238,500,-567767.7539321923,0.48756218905472637,0.06333333333333334,731.600367271001,51959.51548628808,-2500.0,-270128.49000000156,-1384.9095264970701,-337650.78441028413,0.0,-8794.685848970099,770,1,1,1201
198,239,500,-322072.4865764846,0.8308457711442786,0.10933333333333334,1410.7543226256332,72954.82895650611,-16300.0,-187765.25000000006,-1021.1212568612073,-182242.5950015897,0.0,-9109.10359716511,420,13,1,821
199,240,500,-219419.59751655502,0.5920398009950248,0.07733333333333334,1479.0106808491532,39704.44618810358,-35850.0,-84337.38999999988,-4653.948101652667,-126782.11941046463,0.0,-8979.596873390123,288,36,7,371
200,241,500,-673185.7453140273,0.43842364532019706,0.05733333333333333,623.7228858580285,50690.28756131757,-5700.0,-289793.11000000173,-1234.834356579272,-418824.8435712839,0.0,-8946.967833338836,956,6,1,1292
1,42,500,-293688.22225667007,0.48258706467661694,0.06266666666666666,1162.2516754160504,49565.743241390155,-17250.0,-248633.9400000011,-337.6357555492471,-69457.5132060734,0.0,-8737.12821185331,154,18,0,1111
2,43,500,-231615.879297872,0.6421568627450981,0.08533333333333333,1574.2207056535094,58490.902599439796,-27100.0,-197919.67000000092,-2728.6269950446026,-55288.351023045725,0.0,-8644.354584874925,122,34,4,894
3,44,500,-179529.153187014,0.69,0.09,1680.0499325527562,59132.110949425245,-27050.0,-184304.03000000012,-1118.942738138458,-18932.410824774084,0.0,-8935.93050607917,42,29,1,866
4,45,500,-481000.17931477126,0.2623762376237624,0.03333333333333333,366.13250748257127,35734.291322369725,-9650.0,-311008.7500000019,-917.9865060609567,-186728.27329919414,0.0,-8795.593339368455,416,17,1,1376
5,46,500,-202810.21302042896,0.615,0.08,1413.1794251789634,58004.39359925452,-19750.0,-227338.0300000007,-1209.2656867181913,-4813.799196826657,0.0,-9116.691161317647,10,19,1,1055
6,47,500,-234076.66659003528,0.6157635467980296,0.08133333333333333,1294.418822412949,50865.293289577254,-3300.0,-200929.2000000004,-4671.405184447278,-68690.9543525574,0.0,-8644.819165020455,150,0,6,1041
7,48,500,-188451.14889610928,0.7164179104477612,0.094,1902.955019293647,54488.90708056076,-22000.0,-156491.80000000005,-3516.846777664506,-53712.20911916672,0.0,-9122.155099132098,118,22,4,880
8,49,500,-260404.0908758877,0.575,0.07466666666666667,1181.3380848571435,54435.995560237,-6500.0,-238346.87000000017,-1231.6839841052292,-60817.89053992423,0.0,-9124.979996952154,136,5,1,1100
9,50,500,-306819.0551701245,0.57,0.074,1306.7705134403973,45233.38599501976,-6400.0,-204325.12000000078,-3243.5631571150425,-130633.10029191255,0.0,-8757.428229556454,292,7,3,1114
10,51,500,-239827.96815254688,0.6268656716417911,0.082,1558.4910762059174,56605.91614672001,-17100.0,-216299.26000000007,-1946.37954860957,-53621.658888842,0.0,-9025.076938021188,116,15,2,1047
11,52,500,-284058.35366704955,0.5124378109452736,0.06666666666666667,1387.703480422561,45264.71326622111,-15400.0,-214595.18000000043,-607.3103114986652,-91586.22643989313,0.0,-8522.05366230129,206,13,0,1062
12,53,500,-400884.4564109328,0.4630541871921182,0.06066666666666667,740.458407849386,52282.3545205545,-11200.0,-280935.9700000016,-845.1159415138235,-152240.91597564405,0.0,-8685.267422178764,342,13,1,1250
13,54,500,-227589.88940487924,0.67,0.08733333333333333,1414.6939548716127,57736.00629313809,-32650.0,-192595.19000000038,-527.2938942186531,-52274.325066313584,0.0,-8693.780692356699,114,19,0,1024
14,55,500,-238600.24938449214,0.6534653465346535,0.086,1537.7832111777398,54419.8371448944,-14200.0,-189525.12000000058,-716.3104123674059,-81133.7979648772,0.0,-8982.641363319355,182,13,0,955
15,56,500,-251593.05263455637,0.801980198019802,0.106,1386.7851270411118,72095.87480074202,-9200.0,-217278.17000000074,-1346.6512457867493,-87860.7266981773,0.0,-9390.164618375347,196,8,1,1033
16,57,500,-261378.1382749339,0.6435643564356436,0.08466666666666667,1390.3420256784034,61066.83313379088,-22050.0,-224831.91000000137,-746.9199239474079,-67221.08790585419,0.0,-8985.3956046013,152,12,0,1074
17,58,500,-381717.1172369829,0.63,0.082,1193.310149886046,57571.256146720014,-13200.0,-227933.95000000077,-484.9951035785858,-189890.26707998916,0.0,-8972.47135002083,432,15,0,1094
18,59,500,-227339.78457754778,0.7014925373134329,0.092,1212.7277474025354,67088.32189342374,-15600.0,-229446.8700000009,-4098.304296522082,-37497.9059963328,0.0,-8997.753925519215,78,15,6,1015
19,60,500,-288962.8593461718,0.7684729064039408,0.102,1298.36723510912,72880.92541875629,-21700.0,-219262.52000000072,-369.64117569564183,-113007.852004628,0.0,-8802.13881971346,250,19,0,983
20,61,500,-164591.27778246565,0.59,0.07666666666666666,1451.0484146320289,45762.533751128685,-18350.0,-175960.50000000084,-1959.9630636506847,-6711.363784522465,0.0,-8823.033100052884,14,20,2,934
21,62,500,-312456.185473981,0.385,0.04933333333333333,952.1344927389426,40494.69086202925,-6950.0,-259891.76000000103,-293.8537763108675,-78287.51283511805,0.0,-8479.884217320388,174,5,0,1164
22,63,500,-275843.6951587544,0.6009852216748769,0.07933333333333334,1269.1792790522263,50705.381891937584,-11700.0,-209081.5800000005,-2635.987580920294,-95333.74239816293,0.0,-9066.946350660844,212,12,3,1108
23,64,500,-750239.3822896744,0.25742574257425743,0.03266666666666666,1350.339878500484,24092.057737464278,-10700.0,-255740.07000000073,-3354.8476434371037,-496657.51473885943,0.0,-9229.347523342562,1134,2,5,1337
24,65,500,-490127.3287242554,0.22885572139303484,0.028666666666666667,818.292365400338,27141.207652501194,-150.0,-296135.2900000017,-1530.2972257924862,-210677.25649389433,0.0,-9593.985022470079,462,0,2,1402
25,66,500,-410249.34344971343,0.4129353233830846,0.05333333333333334,794.6019769666625,43275.559442825775,-4550.0,-275818.9700000012,-341.01494335502696,-164511.86775869818,0.0,-9097.652167452874,368,5,0,1321
26,67,500,-574725.5417617053,0.3069306930693069,0.03933333333333333,898.8912874296101,35999.15649162248,-7700.0,-283108.08000000153,-1232.55537280626,-310287.9095249048,0.0,-9295.044643046445,706,8,1,1297
27,68,500,-544913.9146599344,0.26865671641791045,0.034,526.2116086555868,35135.997989036405,-3750.0,-302652.97000000207,-3275.1983949719443,-261767.9382262904,0.0,-9130.017636364026,588,3,4,1344
28,69,500,-246668.27841183878,0.43564356435643564,0.056666666666666664,1953.3191727993508,36705.031830980544,-9300.0,-230663.89000000132,-2661.4607461210994,-34125.93590207669,0.0,-8575.342767420829,74,3,3,1282
29,70,500,-227943.053009493,0.5396039603960396,0.07066666666666667,1622.761864655287,46046.49134093569,-19500.0,-192359.81000000035,-2248.4792682204893,-52422.607519183235,0.0,-9081.40942768025,112,24,3,917
30,71,500,-219274.97963698313,0.5771144278606966,0.07533333333333334,1672.3644436543027,48472.88728437502,-16000.0,-201306.07000000027,-2818.354622136065,-40742.372864760124,0.0,-8553.433878116168,90,16,5,1037
31,72,500,-411515.4706748219,0.395,0.050666666666666665,1791.9000065492144,36505.99573057849,-18450.0,-232631.2300000008,-3405.2648228068133,-186238.41645539185,0.0,-9088.455133750818,420,15,5,1166
32,73,500,-328143.1697605476,0.48258706467661694,0.06266666666666666,742.9819601342857,51527.563241390104,-5550.0,-269377.4700000013,-1894.0950845733178,-94579.16311529047,0.0,-9012.986762208528,212,6,2,1200
33,74,500,-389066.0334920517,0.4079601990049751,0.05266666666666667,1096.5587746880183,42954.93606933178,-7050.0,-255692.44000000122,-738.4745868048637,-160480.98622798146,0.0,-9155.62752128527,350,6,1,1133
34,75,500,-209659.6989034904,0.54,0.07,1914.4414890984244,40172.42748772468,-18550.0,-168504.04000000053,-1291.6477839557836,-54353.55548818548,0.0,-9047.32460817195,112,19,1,912
35,76,500,-341071.4046780746,0.53,0.06866666666666667,876.5500066616501,53241.039948783706,-5000.0,-250538.0200000011,-1938.9042664292656,-128687.08648075575,0.0,-9024.98388633483,280,2,2,1098
36,77,500,-625794.9848425427,0.155,0.018666666666666668,485.7808091246559,23232.118828217976,-4500.0,-310232.560000002,-2277.3684334402856,-323513.1362089289,0.0,-8989.819837515928,728,3,2,1390
37,78,500,-307246.81259774015,0.2722772277227723,0.034666666666666665,403.0709689235401,37275.608898127306,-2750.0,-314862.490000002,-2893.705946190295,-15346.556126977026,0.0,-9072.740391623705,24,2,4,1396
38,79,500,-263503.2542415893,0.5870646766169154,0.07666666666666666,1071.9960659354547,58405.37375112846,-21250.0,-236025.78000000038,-1049.4587768695899,-56156.16247871275,0.0,-8499.222803070787,120,19,0,1046
39,80,500,-419863.6803613202,0.4801980198019802,0.06266666666666666,1583.6576470884809,47323.66324139018,-31700.0,-236543.47000000082,-1979.9832182564053,-189253.52741143553,0.0,-9294.020620107129,426,47,2,1115
40,81,500,-217619.91806726417,0.535,0.06933333333333333,1449.6508403454682,48933.55415439129,-9900.0,-243933.27000000078,-1769.856311165084,-3974.1570144824022,0.0,-8425.839736353222,8,6,1,1263
41,82,500,-395722.81475534843,0.4626865671641791,0.06,993.4112124429762,48110.48686098013,-4150.0,-269319.6500000011,-1259.286420457817,-160935.17538915575,0.0,-9162.601019157617,348,4,0,1244
42,83,500,-456126.6070085227,0.2537313432835821,0.032,1065.0836868675297,30103.60081438723,-17500.0,-281721.6900000015,-1151.906094080479,-177608.0597121581,0.0,-9313.635703538943,402,10,1,1352
43,84,500,-543215.7653222118,0.3480392156862745,0.04533333333333334,1058.8279540461108,38013.230689828524,-5250.0,-273196.52000000124,-1416.7765081735256,-293428.80333186267,0.0,-8995.724126049849,668,6,2,1266
44,85,500,-339802.3741495195,0.14427860696517414,0.017333333333333333,889.6506781831843,15691.473666927766,-450.0,-291526.4500000014,-980.6825075866541,-54379.50417391987,0.0,-9046.861813123835,118,0,1,1423
45,86,500,-325310.35115723213,0.297029702970297,0.038,1326.3482901569598,21128.754238846424,-9600.0,-229057.09000000043,-1288.7275354612002,-98891.54537925492,0.0,-8928.090771519292,220,12,2,1312
46,87,500,-303343.20190594567,0.5544554455445545,0.07266666666666667,2054.698466853737,43766.675347604745,-10300.0,-195019.0000000005,-2178.0467002419286,-132854.35159028697,0.0,-8813.177429874537,298,10,3,1069
47,88,500,-236759.31685073194,0.695,0.09066666666666667,1625.4730194481347,60476.66821561226,-13600.0,-210818.31000000075,-2711.182846801179,-62728.74404451686,0.0,-9003.221194473974,142,16,3,1040
48,89,500,-490432.3036810769,0.39215686274509803,0.051333333333333335,1273.6425674094453,39507.900730578454,-5000.0,-261355.71000000119,-1663.676786890862,-254175.91725819954,0.0,-9018.542933974419,582,5,2,1275
49,90,500,-231126.94056176988,0.3333333333333333,0.042666666666666665,2817.215729777506,14803.185652442848,-17500.0,-169946.23000000004,-4739.834630516888,-47609.35331342924,0.0,-8951.924000044337,106,16,5,1170
50,91,500,-711713.8447821685,0.355,0.04533333333333334,697.0453131179928,40971.53068982846,-4650.0,-281586.99000000156,-2244.3155138353263,-455226.6930685254,0.0,-9674.422202754226,1042,3,3,1243
51,92,500,-201134.83638553417,0.6039603960396039,0.07933333333333334,1258.5438458712279,59331.161891937416,-10800.0,-239904.69000000134,-2113.5156053254414,0.0,0.0,-8906.336518017213,0,12,2,1055
52,93,500,-310089.3103451828,0.47783251231527096,0.06266666666666666,1768.2071015970473,41064.52324139034,-24200.0,-214231.91999999963,-4509.358496777162,-101084.36243465681,0.0,-8896.399756735605,224,23,6,1155
53,94,500,-594537.6995374209,0.26,0.03266666666666666,1325.839177889981,24092.057737464263,-1750.0,-263174.7600000012,-2212.255630774144,-343786.69469475735,0.0,-9031.886127243008,776,1,2,1335
54,95,500,-547585.6960725974,0.28,0.035333333333333335,1563.5973973535106,23251.23032669895,-2050.0,-252358.44000000143,-404.1095247884583,-308317.21216836723,0.0,-9270.76210349408,688,1,0,1350
55,96,500,-314896.05109732196,0.24875621890547264,0.03133333333333333,2299.6987565406453,13162.258461445923,-4750.0,-220093.83000000057,-3698.1453645593388,-92866.77292355424,0.0,-8949.260027194918,208,4,3,1323
56,97,500,-162474.84579256488,0.7114427860696517,0.09333333333333334,1525.5828033866198,56914.082080560715,-10500.0,-180265.9399999999,-4190.764290728311,-17355.348885320716,0.0,-8602.457500463035,38,12,6,928
57,98,500,-442954.8696276642,0.645,0.084,1168.0544595353567,59656.42236456009,-6550.0,-222516.94000000073,-1981.760127354276,-263101.0277057296,0.0,-9629.618618675666,592,7,2,966
58,99,500,-410366.9409698238,0.5346534653465347,0.07,1512.1485438879836,44905.7074877247,-11350.0,-213235.3200000008,-5600.015960870384,-217559.39971675805,0.0,-9040.06132380829,488,13,8,1125
59,100,500,-194332.65403696842,0.6157635467980296,0.08133333333333333,1389.167088848467,56003.39328957716,-11050.0,-230654.36000000025,-865.6569584547875,0.0,0.0,-9155.197456939117,0,13,1,1153
60,101,500,-221785.56337647623,0.7064676616915423,0.09266666666666666,1266.001955094979,62452.908653987164,-37150.0,-182804.7100000003,-2086.55084043257,-55104.297088414365,0.0,-8358.916056711338,124,37,2,847
61,102,500,-366330.5142085717,0.465,0.06,1243.5845730433161,40636.886860980216,-19550.0,-230564.57000000053,-1320.3556933439893,-148356.47095447461,0.0,-8419.588994776565,334,11,1,1272
62,103,500,-324131.97432390304,0.5763546798029556,0.076,1176.0536725271627,51321.870361298046,-10800.0,-225345.52000000072,-2601.564353615831,-129137.87455134379,0.0,-8744.939452768369,294,6,4,1171
63,104,500,-401144.8126122238,0.5742574257425742,0.07533333333333334,1347.0815441160219,55012.28728437494,-6300.0,-249048.2300000016,-1099.832356581258,-192085.94209574218,0.0,-8970.176988390744,436,6,1,1206
64,105,500,-151536.28366661977,0.67,0.08733333333333333,1662.6777376689226,56708.38629313811,-21600.0,-177553.01000000007,-1910.2054584267605,0.0,0.0,-8844.13223899977,0,21,1,807
65,106,500,-429463.1544675191,0.59,0.07666666666666666,869.0236507659347,60336.05375112841,-11450.0,-257793.8000000012,-1303.653737778779,-211115.05193357967,0.0,-9005.726198054726,478,11,1,1140
66,107,500,-277595.5352992018,0.35323383084577115,0.04533333333333334,1367.0382993885003,33404.51068982862,-2200.0,-263947.55000000005,-994.6726676381383,-36501.58498113311,0.0,-8723.276639647396,82,1,0,1367
67,108,500,-560256.6577575499,0.40298507462686567,0.052,1113.7419606456933,38117.95850835625,-7000.0,-239142.7900000009,-675.3871521096,-343635.0366135018,0.0,-9035.144460940379,774,4,1,1153
68,109,500,-219017.01565544293,0.4975124378109453,0.06466666666666666,2277.132691308109,37002.09621356104,-54050.0,-138534.65999999957,-248.47064325363465,-56376.386692931344,0.0,-9086.727224126738,114,59,0,739
